Department,Category,MatrixLookupCode,Description,ExtendedDescription,ItemLookupCode,Dimension1,Dimension1code,Dimension2,Dimension2Code,Dimension3,Dimension3Code,SubDescription1,SubDescription2,SubDescription3,BarCode,Quantity,Price,PriceA,PriceB,PriceC,Cost,SupplierCode,Supplier,SupplierCost,ParentItem,ItemType,LastCost,MinimumOrder,Notes,Picture Name,ReorderNumber,ReorderPoint,RestockLevel,ReplacementCost,SaleStartDate,SaleEndDate,SalePrice,SalesTax,UnitofMeasure,WebItem,Weight,Inactive,POSStyleCode,POSSKU,TanneryProduct-id,Styleid,ShopifyProduct-id_Curated,ShopifyProduct-id_Cncpts,Company_model_Number,Company_sku_Number,ALU,brandid
Outerwear,Backpack,,Cierzo 18 Backpack,,41-8432,color,,size,,genre,,,,,UPCA,,59,,,,34.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,695CFC02-6C83-46FB-BCCF-65B1D3B5D8E3,,23750,,,,8432,,,41
Outerwear,Backpack,41-8432,Cierzo 18 Backpack Bla NA ,Cierzo 18 Backpack Black NA  ,806955490626,Black,,NA  ,,UNISEX,,8432,Black,NA  ,806955490626,,59,,,,34.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CC207B96-B51B-4979-93D1-E81A463A0820,,49096,,,8432,,,
Outerwear,Backpack,41-8432,Cierzo 18 Backpack Blu NA ,Cierzo 18 Backpack Blue Ray NA  ,806955551433,Blue Ray,,NA  ,,UNISEX,,8432,Blue Ray,NA  ,806955551433,,59,,,,34.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,AE10FEA3-7C38-4F5B-BF84-D1636A0F8CAA,,56932,,,8432,,,
Outerwear,Backpack,41-8432,Cierzo 18 Backpack Car NA ,Cierzo 18 Backpack Cardinal NA  ,806955551440,Cardinal,,NA  ,,UNISEX,,8432,Cardinal,NA  ,806955551440,,59,,,,34.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,EC1914F7-A5CC-4980-B7E6-6B725B364276,,56933,,,8432,,,
Outerwear,Backpack,,Fly 13 Backpack,,41-6425,color,,size,,genre,,,,,UPCA,,85,,,,42.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,A0DEDA65-2260-4BFA-BBC8-1BDA99C01DC5,,23816,,,,6425,,,41
Outerwear,Backpack,41-6425,Fly 13 Backpack Bla NA ,Fly 13 Backpack Black NA  ,806955376623,Black,,NA  ,,UNISEX,,6425,Black,NA  ,806955376623,,85,,,,42.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,DEE39F71-6E18-493D-8546-AC60BB77FFEF,,49300,,,6425,,,
Outerwear,Backpack,41-6425,Fly 13 Backpack Nig NA ,Fly 13 Backpack Nightshade NA  ,806955550948,Nightshade,,NA  ,,UNISEX,,6425,Nightshade,NA  ,806955550948,,85,,,,42.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F61EBFD3-9980-4C8F-9C39-A5C48D135270,,57574,,,6425,,,
Outerwear,Backpack,41-6425,Fly 13 Backpack Tib NA ,Fly 13 Backpack Tibetan Red NA  ,806955550955,Tibetan Red,,NA  ,,UNISEX,,6425,Tibetan Red,NA  ,806955550955,,85,,,,42.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,7916E714-A0B1-4F61-B6DA-4346FC147983,,57575,,,6425,,,
Outerwear,Backpack,,Cierzo 25 Backpack,,41-9335,color,,size,,genre,,,,,UPCA,,99,,,,57.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,530B5DA0-0C7C-4B00-9E1F-4464BC60F8DC,,23751,,,,9335,,,41
Outerwear,Backpack,41-9335,Cierzo 25 Backpack Bla NA ,Cierzo 25 Backpack Black NA  ,806955490596,Black,,NA  ,,UNISEX,,9335,Black,NA  ,806955490596,,99,,,,57.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,748F0A80-5FFC-4CF5-A4A8-5430CA6EDBDD,,49099,,,9335,,,
Outerwear,Backpack,41-9335,Cierzo 25 Backpack Bla NA ,Cierzo 25 Backpack Blaze NA  ,806955551457,Blaze,,NA  ,,UNISEX,,9335,Blaze,NA  ,806955551457,,99,,,,57.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,24B7FD76-CE5D-4E69-8F08-6D7574E0F969,,56935,,,9335,123192,,
Outerwear,Backpack,41-9335,Cierzo 25 Backpack Blu NA ,Cierzo 25 Backpack Blue Ray NA  ,806955551464,Blue Ray,,NA  ,,UNISEX,,9335,Blue Ray,NA  ,806955551464,,99,,,,57.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,489D7B27-8E83-4D51-B717-14D8B470C4F2,,56936,,,9335,,,
Outerwear,Backpack,,Cierzo 35 Backpack,,41-9336,color,,size,,genre,,,,,UPCA,,119,,,,69,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,5FFB1B28-FE01-4CAE-A64A-5C0FBDEE66CC,,23752,,,,9336,,,41
Outerwear,Backpack,41-9336,Cierzo 35 Backpack Bla NA ,Cierzo 35 Backpack Black NA  ,806955490572,Black,,NA  ,,UNISEX,,9336,Black,NA  ,806955490572,,119,,,,69,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,48114BE1-FB42-4238-B9C6-DC7C8E29AAF8,,49102,,,9336,,,
Outerwear,Backpack,41-9336,Cierzo 35 Backpack Bla NA ,Cierzo 35 Backpack Blaze NA  ,806955551471,Blaze,,NA  ,,UNISEX,,9336,Blaze,NA  ,806955551471,,119,,,,69,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,41E4E59B-FA4C-4F29-B38D-1543B8C4BAD1,,56934,,,9336,123191,,
Outerwear,Backpack,,Quiver Backpack,,41-5914,color,,size,,genre,,,,,UPCA,,119,,,,59.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,2C531D2F-9952-4E83-820D-09A6CE67E41D,,23930,,,,5914,,,41
Outerwear,Backpack,41-5914,Quiver Backpack Bla NA ,Quiver Backpack Black NA  ,806955350388,Black,,NA  ,,UNISEX,,5914,Black,NA  ,806955350388,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,31B887AE-5024-4B97-AB1F-D46147BE100F,,49636,,,5914,,,
Outerwear,Backpack,41-5914,Quiver Backpack Lim NA ,Quiver Backpack Lime NA  ,806955350364,Lime,,NA  ,,UNISEX,,5914,Lime,NA  ,806955350364,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9E26CAE7-3F10-424C-83A8-FA4A8F122090,,49637,,,5914,,,
Outerwear,Backpack,41-5914,Quiver Backpack Red NA ,Quiver Backpack Red Berry NA  ,806955350371,Red Berry,,NA  ,,UNISEX,,5914,Red Berry,NA  ,806955350371,,119,,,,59.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5329BC62-ED93-4A29-AB07-812563053BF7,,49638,,,5914,,,
Outerwear,Backpack,,Blade 15 Backpack,,41-6422,color,,size,,genre,,,,,UPCA,,159,,,,92,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,0DFAC9FB-97EB-4461-B246-6C15DD857A02,,23719,,,,6422,,,41
Outerwear,Backpack,41-6422,Blade 15 Backpack Bla NA ,Blade 15 Backpack Black NA  ,806955382471,Black,,NA  ,,UNISEX,,6422,Black,NA  ,806955382471,,159,,,,92,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,50FC260E-BC7E-4243-8641-B35F53D79A14,,49012,,,6422,,,
Outerwear,Backpack,41-6422,Blade 15 Backpack Tun NA ,Blade 15 Backpack Tungsten NA  ,806955551419,Tungsten,,NA  ,,UNISEX,,6422,Tungsten,NA  ,806955551419,,159,,,,92,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,62215732-3DFF-4DAA-8E16-A1304BC002F2,,57450,,,6422,,,
Outerwear,Backpack,,Silo 30 Backpack,,41-5391,color,,size,,genre,,,,,UPCA,,169,,,,97.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,E99656C0-2711-41AF-B89F-BD18E3D094EB,,23989,,,,5391,,,41
Outerwear,Backpack,41-5391,Silo 30 Backpack Bla REG ,Silo 30 Backpack Black REG  ,806955344417,Black,,REG  ,,UNISEX,,5391,Black,REG  ,806955344417,,169,,,,97.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,59F62F59-8DD9-483A-98F7-4605C1558686,,49497,,,5391,,,
Outerwear,Backpack,41-5391,Silo 30 Backpack Bla TALL ,Silo 30 Backpack Black TALL  ,806955344424,Black,,TALL  ,,UNISEX,,5391,Black,TALL  ,806955344424,,169,,,,97.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,91B1407A-131B-497D-A38B-E5C4296C1215,,49497,,,5391,,,
Outerwear,Backpack,,Arro 22 Backpack,,41-6029,color,,size,,genre,,,,,UPCA,,179,,,,103.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,1A1ED030-7D38-4E88-AE19-1BC3DF4AD92D,,23691,,,,6029,,,41
Outerwear,Backpack,41-6029,Arro 22 Backpack Bla NA ,Arro 22 Backpack Black NA  ,806955345445,Black,,NA  ,,UNISEX,,6029,Black,NA  ,806955345445,,179,,,,103.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,AF4CADF1-057E-4AA6-B270-1ECCBE0940EB,,48881,,,6029,,,
Outerwear,Backpack,41-6029,Arro 22 Backpack Rip NA,Arro 22 Backpack Riptide NA,806955589108,Riptide,,NA,,UNISEX,,6029,Riptide,NA,806955589108,,179,,,,103.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,06F9EE93-17BC-401A-983D-6B2438612294,,,,,6029,141407,,
Outerwear,Backpack,41-6029,Arro 22 Backpack SMU NA ,Arro 22 Backpack SMU-Red NA  ,806955630343,SMU-Red,,NA  ,,UNISEX,,6029,SMU-Red,NA  ,806955630343,,179,,,,103.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,657E9250-548D-4588-A299-861B190FFE37,,57391,,,6029,,,
Outerwear,Backpack,,Blade 24 Backpack,,41-6423,color,,size,,genre,,,,,UPCA,,179,,,,103.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,967D480B-9777-41C3-B5B1-91E0CAE8149D,,23720,,,,6423,,,41
Outerwear,Backpack,41-6423,Blade 24 Backpack Bla NA ,Blade 24 Backpack Black NA  ,806955376753,Black,,NA  ,,UNISEX,,6423,Black,NA  ,806955376753,,179,,,,103.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,075474F4-753C-41FA-A2E6-954BC190D213,,49014,,,6423,,,
Outerwear,Backpack,41-6423,Blade 24 Backpack Squ NA,Blade 24 Backpack Squid Ink NA,806955589092,Squid Ink,,NA,,UNISEX,,6423,Squid Ink,NA,806955589092,,179,,,,103.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,DF459593-1713-469C-B591-17FD88904A4A,,,,,6423,141363,,
Outerwear,Backpack,41-6423,Blade 24 Backpack Tun NA ,Blade 24 Backpack Tungsten NA  ,806955551426,Tungsten,,NA  ,,UNISEX,,6423,Tungsten,NA  ,806955551426,,179,,,,103.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2A25143D-C5F2-4940-B60F-CF255EBFA816,,57453,,,6423,,,
Outerwear,Backpack,41-7350,Axios 33 Backpack W Fir REG ,Axios 33 Backpack Womens Fireweed REG  ,806955446197,Fireweed,,REG  ,,FEMALE,,7350,Fireweed,REG  ,806955446197,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B8DD342F-816B-405F-B7A2-A176CB622F2A,,48928,,,7350,,,
Outerwear,Backpack,41-7350,Axios 33 Backpack W Fir TALL ,Axios 33 Backpack Womens Fireweed TALL  ,806955446210,Fireweed,,TALL  ,,FEMALE,,7350,Fireweed,TALL  ,806955446210,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,80EB0FAF-24BE-4590-8843-5EB50B4ED81C,,48928,,,7350,,,
Outerwear,Backpack,41-7350,Axios 33 Backpack W Rav REG ,Axios 33 Backpack Womens Raven REG  ,806955446227,Raven,,REG  ,,FEMALE,,7350,Raven,REG  ,806955446227,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2BF21AFE-27DA-45BD-BDC6-6A10BCF74C06,,48927,,,7350,,,
Outerwear,Backpack,41-7350,Axios 33 Backpack W Rav TALL ,Axios 33 Backpack Womens Raven TALL  ,806955446241,Raven,,TALL  ,,FEMALE,,7350,Raven,TALL  ,806955446241,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9FD1AFDA-7B30-4237-93B5-4B70023D2BB1,,48927,,,7350,,,
Outerwear,Backpack,,Axios 33 Backpack Womens,,41-7350,color,,size,,genre,,,,,UPCA,,199,,,,115,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,C3AA4188-412D-43A3-82BE-F387D2A10234,,23704,,,,7350,,,41
Outerwear,Backpack,41-7351,Axios 35 Backpack M Lic REG ,Axios 35 Backpack Mens Lichen REG  ,806955446258,Lichen,,REG  ,,MALE,,7351,Lichen,REG  ,806955446258,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,337CFA7F-F3D1-42D5-B66C-E881D399A0B8,,48929,,,7351,,,
Outerwear,Backpack,41-7351,Axios 35 Backpack M Lic TALL ,Axios 35 Backpack Mens Lichen TALL  ,806955446272,Lichen,,TALL  ,,MALE,,7351,Lichen,TALL  ,806955446272,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F5EFC8BB-9383-4687-9509-8401A10DC226,,48929,,,7351,,,
Outerwear,Backpack,41-7351,Axios 35 Backpack M Rav REG ,Axios 35 Backpack Mens Raven REG  ,806955446289,Raven,,REG  ,,MALE,,7351,Raven,REG  ,806955446289,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,724B6D07-49E3-4864-B37A-22D9ED06AA55,,48930,,,7351,,,
Outerwear,Backpack,41-7351,Axios 35 Backpack M Rav TALL ,Axios 35 Backpack Mens Raven TALL  ,806955446302,Raven,,TALL  ,,MALE,,7351,Raven,TALL  ,806955446302,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C5B3D556-0FCF-4C70-9672-1EF19B5445BC,,48930,,,7351,,,
Outerwear,Backpack,,Axios 35 Backpack Mens,,41-7351,color,,size,,genre,,,,,UPCA,,199,,,,115,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,D5650813-E8A6-44F0-A990-350831A8AA94,,23705,,,,7351,,,41
Outerwear,Backpack,,Blade 30 Backpack,,41-6424,color,,size,,genre,,,,,UPCA,,199,,,,115,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,67901727-53A4-4120-8EE9-333C8449D5C0,,23721,,,,6424,,,41
Outerwear,Backpack,41-6424,Blade 30 Backpack Bla NA ,Blade 30 Backpack Black NA  ,806955376654,Black,,NA  ,,UNISEX,,6424,Black,NA  ,806955376654,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,724905AD-9D34-4488-B5FB-46692256F2C3,,49016,,,6424,,,
Outerwear,Backpack,,Kata 30 Backpack,,41-10907,color,,size,,genre,,,,,UPCA,,199,,,,115,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,6D472AC6-5574-4B87-A56E-7E839C3EEF84,,28312,,,,10907,,,41
Outerwear,Backpack,41-10907,Kata 30 Backpack Bla RT ,Kata 30 Backpack Black RT  ,806955551556,Black,,RT  ,,UNISEX,,10907,Black,RT  ,806955551556,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,1717DD66-1259-4616-9724-49E65AC262D6,,56302,,,10907,,,
Outerwear,Backpack,41-10907,Kata 30 Backpack Bla SHR ,Kata 30 Backpack Black SHR  ,806955551563,Black,,SHR  ,,UNISEX,,10907,Black,SHR  ,806955551563,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,742472E1-B6DD-405A-85CC-A219DECEB0CF,,56302,,,10907,,,
Outerwear,Backpack,41-10907,Kata 30 Backpack Roo RT ,Kata 30 Backpack Rooibos RT  ,806955551570,Rooibos,,RT  ,,UNISEX,,10907,Rooibos,RT  ,806955551570,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,DC4E0C66-88EC-4897-9C1C-FE719C3EE5CA,,56303,,,10907,,,
Outerwear,Backpack,41-10907,Kata 30 Backpack Roo SHR ,Kata 30 Backpack Rooibos SHR  ,806955551587,Rooibos,,SHR  ,,UNISEX,,10907,Rooibos,SHR  ,806955551587,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9F45D6B1-89FE-4C49-9180-9BDC8CABF3F6,,56303,,,10907,,,
Outerwear,Backpack,,Miura 30 Backpack,,41-5845,color,,size,,genre,,,,,UPCA,,199,,,,115,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,71FD276C-E973-4243-B84B-D8BFD5DE5CFC,,23873,,,,5845,,,41
Outerwear,Backpack,41-5845,Miura 30 Backpack Bla REG ,Miura 30 Backpack Black REG  ,806955350975,Black,,REG  ,,UNISEX,,5845,Black,REG  ,806955350975,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C5D63EC8-4528-4D2B-8C68-26DE553D51F2,,49742,,,5845,,,
Outerwear,Backpack,41-5845,Miura 30 Backpack Bla TALL ,Miura 30 Backpack Black TALL  ,806955350982,Black,,TALL  ,,UNISEX,,5845,Black,TALL  ,806955350982,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,1083EA4A-9A06-4ACB-B526-C20A8C078E00,,49742,,,5845,,,
Outerwear,Backpack,,Quintic 28L Backpack,,41-9508,color,,size,,genre,,,,,UPCA,,199,,,,115,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,FDAA1B14-5982-4970-9A5A-F4B3597F6C7B,,29547,,,,9508,,,41
Outerwear,Backpack,41-9508,Quintic 28L Backpack Blu REG ,Quintic 28L Backpack Blue Moon REG  ,806955579406,Blue Moon,,REG  ,,UNISEX,,9508,Blue Moon,REG  ,806955579406,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,6DAAD924-7B78-4B10-A4AB-2D42720D8A8A,,58184,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Blu REG ,Quintic 28L Backpack Blue Ray REG  ,806955589696,Blue Ray,,REG  ,,UNISEX,,9508,Blue Ray,REG  ,806955589696,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B4760D87-F365-43D3-86F8-49A91DCCBA0A,,58183,,,9508,142717,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Blu SRT ,Quintic 28L Backpack Blue Ray SRT  ,806955589702,Blue Ray,,SRT  ,,UNISEX,,9508,Blue Ray,SRT  ,806955589702,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,D0009292-3AF5-4866-96C7-D4FEBCD351E0,,58183,,,9508,142718,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Blu SRT ,Quintic 28L Backpack Blue Moon SRT  ,806955579413,Blue Moon,,SRT  ,,UNISEX,,9508,Blue Moon,SRT  ,806955579413,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,7AEDD570-D70A-47A2-93C6-232A165FCE9C,,58184,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Blu TALL ,Quintic 28L Backpack Blue Moon TALL  ,806955579420,Blue Moon,,TALL  ,,UNISEX,,9508,Blue Moon,TALL  ,806955579420,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E62C176B-CE04-4036-AF75-1AF5C72CE73F,,58184,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Blu TALL ,Quintic 28L Backpack Blue Ray TALL  ,806955589719,Blue Ray,,TALL  ,,UNISEX,,9508,Blue Ray,TALL  ,806955589719,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,64DEE8A4-A400-481F-9156-781FE55C6CE7,,58183,,,9508,142719,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Bri REG ,Quintic 28L Backpack Brimstone REG  ,806955579437,Brimstone,,REG  ,,UNISEX,,9508,Brimstone,REG  ,806955579437,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2C525738-9714-417B-9202-D104DDA9C501,,58185,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Bri SRT ,Quintic 28L Backpack Brimstone SRT  ,806955579444,Brimstone,,SRT  ,,UNISEX,,9508,Brimstone,SRT  ,806955579444,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,817E9A45-28AA-4E2C-B5A1-705B8441B6CA,,58185,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Bri TALL ,Quintic 28L Backpack Brimstone TALL  ,806955579451,Brimstone,,TALL  ,,UNISEX,,9508,Brimstone,TALL  ,806955579451,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E99F0D0D-997E-4832-ABD9-B12CB377EABF,,58185,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Car REG ,Quintic 28L Backpack Carbon Copy REG  ,806955579468,Carbon Copy,,REG  ,,UNISEX,,9508,Carbon Copy,REG  ,806955579468,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,3784C641-A217-4EFA-9C80-0931FA799367,,58182,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Car SRT ,Quintic 28L Backpack Carbon Copy SRT  ,806955579475,Carbon Copy,,SRT  ,,UNISEX,,9508,Carbon Copy,SRT  ,806955579475,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,06CEDBC4-58C7-4382-A309-747EC84D4BBF,,58182,,,9508,,,
Outerwear,Backpack,41-9508,Quintic 28L Backpack Car TALL ,Quintic 28L Backpack Carbon Copy TALL  ,806955579482,Carbon Copy,,TALL  ,,UNISEX,,9508,Carbon Copy,TALL  ,806955579482,,199,,,,115,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9502D86D-764C-4E8B-8331-2B19B5486FFF,,58182,,,9508,,,
Outerwear,Backpack,41-7352,Axios 48 Backpack W Fir REG ,Axios 48 Backpack Womens Fireweed REG  ,806955446340,Fireweed,,REG  ,,FEMALE,,7352,Fireweed,REG  ,806955446340,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,185FADE1-F690-4599-86CD-AE7AE5259EA5,,48936,,,7352,,,
Outerwear,Backpack,41-7352,Axios 48 Backpack W Fir TALL ,Axios 48 Backpack Womens Fireweed TALL  ,806955446364,Fireweed,,TALL  ,,FEMALE,,7352,Fireweed,TALL  ,806955446364,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E00A96C8-8470-41B4-9A06-4FC6AADE5F71,,48936,,,7352,,,
Outerwear,Backpack,41-7352,Axios 48 Backpack W Rav REG ,Axios 48 Backpack Womens Raven REG  ,806955446319,Raven,,REG  ,,FEMALE,,7352,Raven,REG  ,806955446319,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,3EE37EC4-18EE-4518-ADAE-905F8E6F4E4A,,48935,,,7352,,,
Outerwear,Backpack,41-7352,Axios 48 Backpack W Rav TALL ,Axios 48 Backpack Womens Raven TALL  ,806955446333,Raven,,TALL  ,,FEMALE,,7352,Raven,TALL  ,806955446333,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,23C5B5B6-C859-489B-B13F-7520410EBD60,,48935,,,7352,,,
Outerwear,Backpack,,Axios 48 Backpack Womens,,41-7352,color,,size,,genre,,,,,UPCA,,225,,,,130,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,48721366-5CC0-46C1-B152-374DF47DBCFD,,23706,,,,7352,,,41
Outerwear,Backpack,41-7353,Axios 50 Backpack M Cop REG ,Axios 50 Backpack Mens Copper REG  ,806955446401,Copper,,REG  ,,MALE,,7353,Copper,REG  ,806955446401,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,8D126F84-AF05-465A-BB1E-0DAD8EA5C6BA,,48937,,,7353,,,
Outerwear,Backpack,41-7353,Axios 50 Backpack M Cop TALL ,Axios 50 Backpack Mens Copper TALL  ,806955446425,Copper,,TALL  ,,MALE,,7353,Copper,TALL  ,806955446425,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F1D16FE5-79EB-4207-A89D-3E078999D259,,48937,,,7353,,,
Outerwear,Backpack,41-7353,Axios 50 Backpack M Rav REG ,Axios 50 Backpack Mens Raven REG  ,806955446371,Raven,,REG  ,,MALE,,7353,Raven,REG  ,806955446371,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,ACC87495-B69F-45BC-8024-6472BE51E3B0,,48938,,,7353,,,
Outerwear,Backpack,41-7353,Axios 50 Backpack M Rav TALL ,Axios 50 Backpack Mens Raven TALL  ,806955446395,Raven,,TALL  ,,MALE,,7353,Raven,TALL  ,806955446395,,225,,,,130,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,03D7777C-4D4C-4B80-979C-A080F3C4EB27,,48938,,,7353,,,
Outerwear,Backpack,,Axios 50 Backpack Mens,,41-7353,color,,size,,genre,,,,,UPCA,,225,,,,130,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,9F6A0703-1945-40EB-A0D2-4001C6D0CD30,,23707,,,,7353,,,41
Outerwear,Backpack,,Miura 50 Backpack,,41-5844,color,,size,,genre,,,,,UPCA,,235,,,,136,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,72B63E24-CEC5-4AEA-9BE5-AABDD1D1BA40,,23874,,,,5844,,,41
Outerwear,Backpack,41-5844,Miura 50 Backpack Bla REG ,Miura 50 Backpack Black REG  ,806955350869,Black,,REG  ,,UNISEX,,5844,Black,REG  ,806955350869,,235,,,,136,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E331E8BC-0FA6-46F8-9355-69CF9B38B73B,,49744,,,5844,,,
Outerwear,Backpack,41-5844,Miura 50 Backpack Bla SRT ,Miura 50 Backpack Black SRT  ,806955350876,Black,,SRT  ,,UNISEX,,5844,Black,SRT  ,806955350876,,235,,,,136,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B63C5C7A-6D26-4647-9690-9640818CEE11,,49744,,,5844,,,
Outerwear,Backpack,41-5844,Miura 50 Backpack Bla TALL ,Miura 50 Backpack Black TALL  ,806955350883,Black,,TALL  ,,UNISEX,,5844,Black,TALL  ,806955350883,,235,,,,136,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,B26FAE11-A1F5-4F7B-BF44-FA80F0F18B4A,,49744,,,5844,,,
