Department,Category,MatrixLookupCode,Description,ExtendedDescription,ItemLookupCode,Dimension1,Dimension1code,Dimension2,Dimension2Code,Dimension3,Dimension3Code,SubDescription1,SubDescription2,SubDescription3,BarCode,Quantity,Price,PriceA,PriceB,PriceC,Cost,SupplierCode,Supplier,SupplierCost,ParentItem,ItemType,LastCost,MinimumOrder,Notes,Picture Name,ReorderNumber,ReorderPoint,RestockLevel,ReplacementCost,SaleStartDate,SaleEndDate,SalePrice,SalesTax,UnitofMeasure,WebItem,Weight,Inactive,POSStyleCode,POSSKU,TanneryProduct-id,Styleid,ShopifyProduct-id_Curated,ShopifyProduct-id_Cncpts,Company_model_Number,Company_sku_Number,ALU,brandid
Outerwear,Jacket,41-9573,Beta FL JKT W Hor M ,Beta FL Jacket Womens Horizon Sky M  ,806955559354,Horizon Sky,,M  ,,FEMALE,,9573,Horizon Sky,M  ,806955559354,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,8DCD2E9D-EFF1-438C-89A2-CF2DF249388F,,58090,,,9573,,,
Outerwear,Jacket,41-12958,Beta FL JKT W Hor S ,Beta FL Jacket Womens Horizon Sky S  ,806955593242,Horizon Sky,,S  ,,FEMALE,,12958,Horizon Sky,S  ,806955593242,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9009B5E3-ABCE-4292-B671-E302E6D9FD90,,58090,,,12958,,,
Outerwear,Jacket,41-9573,Beta FL JKT W Hor S ,Beta FL Jacket Womens Horizon Sky S  ,806955559361,Horizon Sky,,S  ,,FEMALE,,9573,Horizon Sky,S  ,806955559361,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9009B5E3-ABCE-4292-B671-E302E6D9FD90,,58090,,,9573,,,
Outerwear,Jacket,41-12958,Beta FL JKT W Hor XL ,Beta FL Jacket Womens Horizon Sky XL  ,806955593259,Horizon Sky,,XL  ,,FEMALE,,12958,Horizon Sky,XL  ,806955593259,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9277220C-D007-4459-8C4F-2A643727FB8F,,58090,,,12958,,,
Outerwear,Jacket,41-9573,Beta FL JKT W Hor XL ,Beta FL Jacket Womens Horizon Sky XL  ,806955559378,Horizon Sky,,XL  ,,FEMALE,,9573,Horizon Sky,XL  ,806955559378,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9277220C-D007-4459-8C4F-2A643727FB8F,,58090,,,9573,,,
Outerwear,Jacket,41-12958,Beta FL JKT W Hor XS ,Beta FL Jacket Womens Horizon Sky XS  ,806955593266,Horizon Sky,,XS  ,,FEMALE,,12958,Horizon Sky,XS  ,806955593266,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,871635DC-083A-41D6-B93A-A0527B337C3F,,58090,,,12958,,,
Outerwear,Jacket,41-9573,Beta FL JKT W Hor XS ,Beta FL Jacket Womens Horizon Sky XS  ,806955559385,Horizon Sky,,XS  ,,FEMALE,,9573,Horizon Sky,XS  ,806955559385,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,871635DC-083A-41D6-B93A-A0527B337C3F,,58090,,,9573,,,
Outerwear,Jacket,,Diplomat Jacket Mens,,41-11123,color,,size,,genre,,,,,UPCA,,450,,,,225,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,4FB4ED05-68AC-412F-82BF-2E61106C263E,,30220,,,,11123,,,41
Outerwear,Jacket,41-11123,Diplomat JKT M Bla L ,Diplomat Jacket Mens Black L  ,806955566864,Black,,L  ,,MALE,,11123,Black,L  ,806955566864,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,68A6DBD8-DCA2-4479-91C3-61598553FFEF,,58781,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Bla M ,Diplomat Jacket Mens Black M  ,806955566871,Black,,M  ,,MALE,,11123,Black,M  ,806955566871,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,7405EAD1-CA0E-4086-898A-A5BE2667A63B,,58781,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Bla S ,Diplomat Jacket Mens Black S  ,806955566888,Black,,S  ,,MALE,,11123,Black,S  ,806955566888,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2EDEAF7F-6DB1-466B-8A59-1D0C6B4DFEE7,,58781,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Bla XL ,Diplomat Jacket Mens Black XL  ,806955566895,Black,,XL  ,,MALE,,11123,Black,XL  ,806955566895,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,12B0DFFD-568B-450E-852F-B41891448046,,58781,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Bla XXL ,Diplomat Jacket Mens Black XXL  ,806955566901,Black,,XXL  ,,MALE,,11123,Black,XXL  ,806955566901,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2213B236-514A-4B73-A5D7-60FDC47D4143,,58781,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Tun L ,Diplomat Jacket Mens Tungsten L  ,806955566918,Tungsten,,L  ,,MALE,,11123,Tungsten,L  ,806955566918,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,076D8E6B-5C33-4416-80F4-84EFD49EAA8A,,58782,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Tun M ,Diplomat Jacket Mens Tungsten M  ,806955566925,Tungsten,,M  ,,MALE,,11123,Tungsten,M  ,806955566925,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F5146EE5-F59A-4970-9E5E-4B9B5DF1517C,,58782,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Tun S ,Diplomat Jacket Mens Tungsten S  ,806955566932,Tungsten,,S  ,,MALE,,11123,Tungsten,S  ,806955566932,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,0CDCED5D-5D77-4255-8C38-2C4604DD832C,,58782,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Tun XL ,Diplomat Jacket Mens Tungsten XL  ,806955566949,Tungsten,,XL  ,,MALE,,11123,Tungsten,XL  ,806955566949,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,4A9D953B-8C5D-4364-B2B5-356878BEDF7F,,58782,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Tun XXL ,Diplomat Jacket Mens Tungsten XXL  ,806955566956,Tungsten,,XXL  ,,MALE,,11123,Tungsten,XXL  ,806955566956,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C35656BB-9425-4F6A-91DD-B603F5F337FE,,58782,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Wol L ,Diplomat Jacket Mens Wolfram L  ,806955566963,Wolfram,,L  ,,MALE,,11123,Wolfram,L  ,806955566963,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2C362AF2-DA85-48FC-A331-47B686867BF8,,58783,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Wol M ,Diplomat Jacket Mens Wolfram M  ,806955566970,Wolfram,,M  ,,MALE,,11123,Wolfram,M  ,806955566970,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A08A20A9-5121-43E4-852A-3E163801BA4F,,58783,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Wol S ,Diplomat Jacket Mens Wolfram S  ,806955566987,Wolfram,,S  ,,MALE,,11123,Wolfram,S  ,806955566987,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,FE6B0A01-D66F-45D1-AA40-DDF66887200E,,58783,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Wol XL ,Diplomat Jacket Mens Wolfram XL  ,806955566994,Wolfram,,XL  ,,MALE,,11123,Wolfram,XL  ,806955566994,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5437A0F2-6235-4AB3-8D8E-3840571E337E,,58783,,,11123,,,
Outerwear,Jacket,41-11123,Diplomat JKT M Wol XXL ,Diplomat Jacket Mens Wolfram XXL  ,806955567007,Wolfram,,XXL  ,,MALE,,11123,Wolfram,XXL  ,806955567007,,450,,,,225,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,35140F1F-FD1B-4DED-A59F-219B328140B8,,58783,,,11123,,,
Outerwear,Jacket,,Beta AR Jacket Mens,,41-10804,color,,size,,genre,,,,,UPCA,,475,,,,237.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,E7583E99-455B-41E9-9FFD-4A50787D5828,,23709,,,,10804,,,41
Outerwear,Jacket,,Beta AR Jacket Womens,,41-10805,color,,size,,genre,,,,,UPCA,,475,,,,237.5,41,Arcteryx,,,Matrix,,,,,,,,,,,,,,,,,3E90912A-9175-4142-B4A3-F59752DCDB52,,23710,,,,10805,,,41
Outerwear,Jacket,41-10804,Beta AR JKT M Bis L ,Beta AR Jacket Mens Bison L  ,806955556650,Bison,,L  ,,MALE,,10804,Bison,L  ,806955556650,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CB0DA5E6-5568-4E51-AA6F-961A589838A4,,57432,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bis M ,Beta AR Jacket Mens Bison M  ,806955556667,Bison,,M  ,,MALE,,10804,Bison,M  ,806955556667,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,6A6C3FF3-511D-4E16-954B-FCBCBF6D9F33,,57432,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bis S ,Beta AR Jacket Mens Bison S  ,806955556674,Bison,,S  ,,MALE,,10804,Bison,S  ,806955556674,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,150503FE-E241-4C59-B1B7-CE372F320574,,57432,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bis XL ,Beta AR Jacket Mens Bison XL  ,806955556681,Bison,,XL  ,,MALE,,10804,Bison,XL  ,806955556681,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,9092FF55-5327-43BE-89E1-F786C0B41740,,57432,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bis XS ,Beta AR Jacket Mens Bison XS  ,806955556698,Bison,,XS  ,,MALE,,10804,Bison,XS  ,806955556698,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,82BFD1B0-33A6-4C98-87D2-A4AB51644EA7,,57432,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bis XXL ,Beta AR Jacket Mens Bison XXL  ,806955556704,Bison,,XXL  ,,MALE,,10804,Bison,XXL  ,806955556704,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CD23CAB5-8DC9-4421-9E48-38F96FC9252E,,57432,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bla L ,Beta AR Jacket Mens Black L  ,806955517149,Black,,L  ,,MALE,,10804,Black,L  ,806955517149,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,8A2E0017-B9B9-4A41-9575-5F379DA4AD02,,48973,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bla M ,Beta AR Jacket Mens Black M  ,806955517156,Black,,M  ,,MALE,,10804,Black,M  ,806955517156,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,40376598-CA58-4F6A-BA06-37C0565FB6B5,,48973,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bla S ,Beta AR Jacket Mens Black S  ,806955517163,Black,,S  ,,MALE,,10804,Black,S  ,806955517163,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,EDA71A65-FFD0-4E4A-8B72-DA05D4BA99D1,,48973,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bla XL ,Beta AR Jacket Mens Black XL  ,806955517170,Black,,XL  ,,MALE,,10804,Black,XL  ,806955517170,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CC336F72-2F63-4B67-B460-06A7EE2DC856,,48973,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bla XS ,Beta AR Jacket Mens Black XS  ,806955517187,Black,,XS  ,,MALE,,10804,Black,XS  ,806955517187,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,72CD65DF-B6AC-415E-B076-CDBE9DD311ED,,48973,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Bla XXL ,Beta AR Jacket Mens Black XXL  ,806955517194,Black,,XXL  ,,MALE,,10804,Black,XXL  ,806955517194,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,44F549EE-67B5-45FE-A63F-46201FE178F1,,48973,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Car L ,Beta AR Jacket Mens Cardinal L  ,806955516968,Cardinal,,L  ,,MALE,,10804,Cardinal,L  ,806955516968,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2377A25D-F0D4-4D03-BBB7-5D470D7C4C44,,53529,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Car M ,Beta AR Jacket Mens Cardinal M  ,806955516975,Cardinal,,M  ,,MALE,,10804,Cardinal,M  ,806955516975,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,6CAD0333-F646-4341-B9A5-5F9B4CDACB21,,53529,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Car S ,Beta AR Jacket Mens Cardinal S  ,806955516982,Cardinal,,S  ,,MALE,,10804,Cardinal,S  ,806955516982,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CD3AD654-551F-4EA3-A9AD-B6E574058EBA,,53529,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Car XL ,Beta AR Jacket Mens Cardinal XL  ,806955516999,Cardinal,,XL  ,,MALE,,10804,Cardinal,XL  ,806955516999,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2CAB262D-A9A0-4A32-ACCB-49D9323C153F,,53529,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Car XS ,Beta AR Jacket Mens Cardinal XS  ,806955517002,Cardinal,,XS  ,,MALE,,10804,Cardinal,XS  ,806955517002,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2D15DB7A-D1E5-4A34-9D6D-EE9FE31EFD17,,53529,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Car XXL ,Beta AR Jacket Mens Cardinal XXL  ,806955517019,Cardinal,,XXL  ,,MALE,,10804,Cardinal,XXL  ,806955517019,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,296B7D52-C3C0-4F30-A613-76887C8C2FDC,,53529,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Nig L ,Beta AR Jacket Mens Nightshade L  ,806955517026,Nightshade,,L  ,,MALE,,10804,Nightshade,L  ,806955517026,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CA247832-C7A8-44D0-945E-D0BDE2B656F0,,53530,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Nig M ,Beta AR Jacket Mens Nightshade M  ,806955517033,Nightshade,,M  ,,MALE,,10804,Nightshade,M  ,806955517033,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,BC8B7919-513C-4EEA-8FCC-E18652A64038,,53530,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Nig S ,Beta AR Jacket Mens Nightshade S  ,806955517040,Nightshade,,S  ,,MALE,,10804,Nightshade,S  ,806955517040,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A0371EF2-8784-4478-9441-836DECE141C3,,53530,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Nig XL ,Beta AR Jacket Mens Nightshade XL  ,806955517057,Nightshade,,XL  ,,MALE,,10804,Nightshade,XL  ,806955517057,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F56C29CB-35B7-4B11-B523-10B2D64AD619,,53530,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Nig XS ,Beta AR Jacket Mens Nightshade XS  ,806955517064,Nightshade,,XS  ,,MALE,,10804,Nightshade,XS  ,806955517064,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,0AB57A02-E7DE-4DBA-BEBA-6878BA80D283,,53530,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Nig XXL ,Beta AR Jacket Mens Nightshade XXL  ,806955517071,Nightshade,,XXL  ,,MALE,,10804,Nightshade,XXL  ,806955517071,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,27A5E85E-0807-4085-ABBD-AF8E32D77A86,,53530,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Sum L ,Beta AR Jacket Mens Summit Sky L  ,806955576627,Summit Sky,,L  ,,MALE,,10804,Summit Sky,L  ,806955576627,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,65598CD6-D9E0-41A9-BB0F-19EDBB94A175,,57434,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Sum M ,Beta AR Jacket Mens Summit Sky M  ,806955576634,Summit Sky,,M  ,,MALE,,10804,Summit Sky,M  ,806955576634,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2ED389F7-6769-47E2-A9DC-B9EA253C69FA,,57434,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Sum S ,Beta AR Jacket Mens Summit Sky S  ,806955576641,Summit Sky,,S  ,,MALE,,10804,Summit Sky,S  ,806955576641,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E83F0D1D-1635-4CD7-9DF1-A805DD508846,,57434,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Sum XL ,Beta AR Jacket Mens Summit Sky XL  ,806955576658,Summit Sky,,XL  ,,MALE,,10804,Summit Sky,XL  ,806955576658,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,E0018F3C-95B1-420C-96DD-468266AA4B17,,57434,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Sum XS ,Beta AR Jacket Mens Summit Sky XS  ,806955576665,Summit Sky,,XS  ,,MALE,,10804,Summit Sky,XS  ,806955576665,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,EC0E1D44-0842-45EB-944D-283CC9F4ACF6,,57434,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Sum XXL ,Beta AR Jacket Mens Summit Sky XXL  ,806955576672,Summit Sky,,XXL  ,,MALE,,10804,Summit Sky,XXL  ,806955576672,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,22DFA24A-E3B5-4B39-9471-574FC74258D3,,57434,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Whe L ,Beta AR Jacket Mens Wheatgrass L  ,806955556711,Wheatgrass,,L  ,,MALE,,10804,Wheatgrass,L  ,806955556711,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A03000A1-4661-4292-BE85-6DE158426FBF,,57433,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Whe M ,Beta AR Jacket Mens Wheatgrass M  ,806955556728,Wheatgrass,,M  ,,MALE,,10804,Wheatgrass,M  ,806955556728,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,FD0BD940-97CD-4E2B-AFAD-2CEB4970B822,,57433,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Whe S ,Beta AR Jacket Mens Wheatgrass S  ,806955556735,Wheatgrass,,S  ,,MALE,,10804,Wheatgrass,S  ,806955556735,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5CF25F70-B215-4541-BA62-116C17D39620,,57433,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Whe XL ,Beta AR Jacket Mens Wheatgrass XL  ,806955556742,Wheatgrass,,XL  ,,MALE,,10804,Wheatgrass,XL  ,806955556742,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,5F832DA0-407A-4FFD-A0F2-F7DEC71FFDC0,,57433,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Whe XS ,Beta AR Jacket Mens Wheatgrass XS  ,806955556759,Wheatgrass,,XS  ,,MALE,,10804,Wheatgrass,XS  ,806955556759,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C7B28C5F-17EF-4815-9B09-72CD331874DF,,57433,,,10804,,,
Outerwear,Jacket,41-10804,Beta AR JKT M Whe XXL ,Beta AR Jacket Mens Wheatgrass XXL  ,806955556766,Wheatgrass,,XXL  ,,MALE,,10804,Wheatgrass,XXL  ,806955556766,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,35248C32-B9AF-48CB-AD42-A16C85FEF4D6,,57433,,,10804,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla L ,Beta AR Jacket Womens Black L  ,806955520736,Black,,L  ,,FEMALE,,10805,Black,L  ,806955520736,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,00E34FD7-DE40-49F4-AC24-AE584E5C33C0,,48979,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla L ,Beta AR Jacket Womens Blackberry L  ,806955574456,Blackberry,,L  ,,FEMALE,,10805,Blackberry,L  ,806955574456,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,289BB1B8-208B-4275-95FA-84E4579E50C1,,57436,,,10805,129674,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla M ,Beta AR Jacket Womens Blackberry M  ,806955574463,Blackberry,,M  ,,FEMALE,,10805,Blackberry,M  ,806955574463,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,73E452BF-0479-43B7-8951-4C21BB82874F,,57436,,,10805,129675,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla M ,Beta AR Jacket Womens Black M  ,806955520743,Black,,M  ,,FEMALE,,10805,Black,M  ,806955520743,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,C3CBBC06-304B-4B60-8243-340100802287,,48979,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla S ,Beta AR Jacket Womens Black S  ,806955520750,Black,,S  ,,FEMALE,,10805,Black,S  ,806955520750,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,2369AE07-C324-4F57-8A87-0B0E721E031F,,48979,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla S ,Beta AR Jacket Womens Blackberry S  ,806955574470,Blackberry,,S  ,,FEMALE,,10805,Blackberry,S  ,806955574470,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,FF3D6A55-6E94-4EFD-895B-64D24B6393CF,,57436,,,10805,129676,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla XL ,Beta AR Jacket Womens Blackberry XL  ,806955574487,Blackberry,,XL  ,,FEMALE,,10805,Blackberry,XL  ,806955574487,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,4E59F5F1-850A-469C-B049-DAF2E1FA15FF,,57436,,,10805,129677,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla XL ,Beta AR Jacket Womens Black XL  ,806955520767,Black,,XL  ,,FEMALE,,10805,Black,XL  ,806955520767,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,CF511C98-62DB-4ECC-812A-9BBADAFBCD2C,,48979,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla XS ,Beta AR Jacket Womens Black XS  ,806955520774,Black,,XS  ,,FEMALE,,10805,Black,XS  ,806955520774,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,8D98BB73-46A6-4A59-A688-7C598955FB2A,,48979,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bla XS ,Beta AR Jacket Womens Blackberry XS  ,806955574494,Blackberry,,XS  ,,FEMALE,,10805,Blackberry,XS  ,806955574494,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,A698EC0C-C6A1-4831-8492-ED52BAA31FC0,,57436,,,10805,129678,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bon L ,Beta AR Jacket Womens Bondi Blue L  ,806955520538,Bondi Blue,,L  ,,FEMALE,,10805,Bondi Blue,L  ,806955520538,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,F114A5AC-8920-4697-B80B-ABA5704690D9,,48984,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bon M ,Beta AR Jacket Womens Bondi Blue M  ,806955520545,Bondi Blue,,M  ,,FEMALE,,10805,Bondi Blue,M  ,806955520545,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,DF9B6FD2-6110-4675-A35A-D03FF80540BA,,48984,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bon S ,Beta AR Jacket Womens Bondi Blue S  ,806955520552,Bondi Blue,,S  ,,FEMALE,,10805,Bondi Blue,S  ,806955520552,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,D9161358-B8FB-4C19-A3FD-E3129947A103,,48984,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bon XL ,Beta AR Jacket Womens Bondi Blue XL  ,806955520569,Bondi Blue,,XL  ,,FEMALE,,10805,Bondi Blue,XL  ,806955520569,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,BCE7E12C-100E-4258-869D-254F2500AF5F,,48984,,,10805,,,
Outerwear,Jacket,41-10805,Beta AR JKT W Bon XS ,Beta AR Jacket Womens Bondi Blue XS  ,806955520576,Bondi Blue,,XS  ,,FEMALE,,10805,Bondi Blue,XS  ,806955520576,,475,,,,237.5,41,Arcteryx,,,MatrixComponent,,,,,,,,,,,,,,,,,,D59904B4-08F4-423C-ADC0-BD477EB5FD3B,,48984,,,10805,,,
